"","Peak.Brightness.Date.Time..UT.","Latitude..deg..","Longitude..deg..","Altitude..km.","Velocity..km.s.","Calculated.Total.Impact.Energy..kt.","Altitud.sin","Velocidad.sin","Altitud.Clase"
"476","2003-10-13 14:06:59","","",NA,NA,0.1,42.5,16.7,"Estratosfera"
"477","2003-10-07 00:23:56","","",NA,NA,0.13,42.5,11.4,"Estratosfera"
"478","2003-09-27 12:59:02","21.0N","86.6E",26,18.2,4.6,26,18.2,"Estratosfera"
"479","2003-09-22 03:45:43","","",NA,NA,0.11,42.5,16.7,"Estratosfera"
"480","2003-09-21 07:40:00","","",NA,NA,0.073,20,14.7,"Estratosfera"
"481","2003-09-20 19:04:01","","",NA,NA,0.1,64.5,11.4,"Mesosfera"
"482","2003-09-02 20:00:46","51.3N","161.0W",NA,NA,1,33.3,14.6,"Estratosfera"
"483","2003-08-26 22:08:45","","",NA,NA,0.23,42.5,14.6,"Estratosfera"
"484","2003-08-26 08:44:07","","",NA,NA,0.68,33.3,15.9,"Estratosfera"
"485","2003-08-17 13:16:07","39.0S","34.0E",NA,NA,1.6,42.5,16.7,"Estratosfera"
"486","2003-08-01 04:09:32","","",NA,NA,0.076,42.5,11.4,"Estratosfera"
"487","2003-07-21 05:11:28","","",NA,NA,0.19,42.5,14.7,"Estratosfera"
"488","2003-06-22 22:53:28","","",NA,NA,0.076,38,16.7,"Estratosfera"
"489","2003-06-21 14:49:57","","",NA,NA,0.13,64.5,15.9,"Mesosfera"
"490","2003-06-16 17:17:19","","",NA,NA,0.21,33.3,15.9,"Estratosfera"
"491","2003-06-10 14:11:07","41.8S","122.9E",NA,NA,0.11,20,16.7,"Estratosfera"
"492","2003-05-27 23:32:32","5.2N","166.2E",NA,NA,0.22,64.5,11.4,"Mesosfera"
"493","2003-05-19 03:38:12","","",NA,NA,1.3,64.5,16.7,"Mesosfera"
"494","2003-05-18 07:51:40","","",NA,NA,0.076,42.5,11.4,"Estratosfera"
"495","2003-05-15 06:28:32","54.0N","80.4W",NA,NA,0.14,42.5,14.6,"Estratosfera"
"496","2003-04-28 13:06:46","","",NA,NA,0.082,38,15.9,"Estratosfera"
"497","2003-04-13 17:58:41","14.8N","64.5E",17,NA,0.5,17,15.9,"Troposfera"
"498","2003-04-07 09:25:28","18.4S","162.6E",NA,NA,0.079,42.5,15.9,"Estratosfera"
"499","2003-04-01 04:40:55","","",NA,NA,0.11,64.5,14.6,"Mesosfera"
"500","2003-03-27 05:50:26","41.4N","87.7W",45,NA,0.41,45,11.4,"Estratosfera"
"501","2003-02-25 23:13:28","40.0N","116.0E",NA,NA,0.11,42.5,16.7,"Estratosfera"
"502","2003-02-12 23:45:57","","",NA,NA,0.25,42.5,14.6,"Estratosfera"
"503","2003-02-12 02:37:54","31.5S","107.5E",NA,NA,0.36,38,14.6,"Estratosfera"
"504","2003-02-06 17:00:19","62.9S","113.9W",NA,NA,0.55,20,14.7,"Estratosfera"
"505","2003-02-05 06:16:27","","",NA,NA,0.31,33.3,14.6,"Estratosfera"
"506","2003-02-04 14:07:08","59.9S","41.0E",NA,NA,0.4,20,14.7,"Estratosfera"
"507","2003-01-30 06:02:59","","",NA,NA,0.32,33.3,14.6,"Estratosfera"
"508","2002-11-28 15:41:53","","",NA,NA,0.15,42.5,14.7,"Estratosfera"
"509","2002-11-21 00:11:17","1.4S","154.0W",NA,NA,0.66,38,14.6,"Estratosfera"
"510","2002-11-12 21:49:56","21.1S","6.8W",NA,NA,0.14,20,14.6,"Estratosfera"
"511","2002-11-10 22:13:54","16.0N","166.0W",NA,NA,1.2,42.5,14.6,"Estratosfera"
"512","2002-10-09 12:00:35","4.3S","175.9W",NA,NA,0.16,64.5,14.7,"Mesosfera"
"513","2002-10-04 10:08:01","","",NA,NA,0.35,38,16.7,"Estratosfera"
"514","2002-09-24 16:48:57","57.9N","112.9E",NA,NA,2,38,11.4,"Estratosfera"
"515","2002-08-14 07:48:32","6.9S","126.2W",NA,NA,0.28,42.5,14.6,"Estratosfera"
"516","2002-08-11 20:42:53","18.2S","159.4E",NA,NA,3.3,33.3,11.4,"Estratosfera"
"517","2002-08-10 18:01:51","","",NA,NA,0.089,38,14.7,"Estratosfera"
"518","2002-07-25 15:57:32","28.7S","47.0E",NA,NA,0.63,64.5,16.7,"Mesosfera"
"519","2002-07-22 11:16:02","34.0N","106.1E",NA,NA,0.17,20,16.7,"Estratosfera"
"520","2002-06-29 16:31:55","","",NA,NA,0.46,64.5,11.4,"Mesosfera"
"521","2002-06-15 11:51:18","","",NA,NA,0.1,64.5,15.9,"Mesosfera"
"522","2002-06-13 15:29:38","24.9S","111.4E",NA,NA,0.54,64.5,15.9,"Mesosfera"
"523","2002-06-02 04:28:20","34.0N","21.0E",NA,NA,8.8,38,15.9,"Estratosfera"
"524","2002-04-03 19:10:21","5.3S","27.1E",NA,NA,0.51,64.5,15.9,"Mesosfera"
"525","2002-04-02 02:36:28","","",NA,NA,0.11,38,14.7,"Estratosfera"
"526","2002-03-28 21:29:56","","",NA,NA,0.095,64.5,14.7,"Mesosfera"
"527","2002-03-19 05:56:10","","",NA,NA,0.26,64.5,15.9,"Mesosfera"
"528","2002-03-19 02:56:52","","",NA,NA,0.17,64.5,11.4,"Mesosfera"
"529","2002-03-18 14:44:57","60.4S","120.5W",NA,NA,0.073,42.5,15.9,"Estratosfera"
"530","2002-03-09 01:20:24","6.9N","147.3W",NA,NA,0.68,33.3,16.7,"Estratosfera"
"531","2002-03-03 21:10:55","37.5N","154.0E",NA,NA,0.25,38,16.7,"Estratosfera"
"532","2002-03-01 03:53:59","29.2N","66.8W",NA,NA,0.13,42.5,15.9,"Estratosfera"
"533","2002-02-09 19:50:26","17.7S","138.7E",NA,NA,0.22,38,15.9,"Estratosfera"
"534","2002-02-01 19:07:54","60.7N","116.6E",NA,NA,0.22,38,16.7,"Estratosfera"
"535","2002-01-20 16:42:04","48.4N","165.0W",NA,NA,0.31,38,16.7,"Estratosfera"
"536","2002-01-03 12:19:37","","",NA,NA,0.36,38,11.4,"Estratosfera"
"537","2001-12-14 17:58:04","","",NA,NA,0.44,33.3,14.6,"Estratosfera"
"538","2001-12-12 16:56:13","","",NA,NA,0.3,20,14.7,"Estratosfera"
"539","2001-11-26 06:51:52","","",NA,NA,0.54,33.3,15.9,"Estratosfera"
"540","2001-11-13 10:58:48","","",NA,NA,0.83,64.5,15.9,"Mesosfera"
"541","2001-11-11 12:14:02","","",NA,NA,0.38,20,16.7,"Estratosfera"
"542","2001-10-27 19:20:12","52.7N","3.8E",NA,NA,0.12,38,16.7,"Estratosfera"
"543","2001-10-14 12:03:11","","",NA,NA,0.27,38,15.9,"Estratosfera"
"544","2001-10-12 03:11:53","","",NA,NA,0.2,20,11.4,"Estratosfera"
"545","2001-10-06 06:29:38","","",NA,NA,0.45,42.5,14.7,"Estratosfera"
"546","2001-09-25 11:54:06","","",NA,NA,0.14,20,14.7,"Estratosfera"
"547","2001-08-26 16:08:52","","",NA,NA,0.13,38,14.6,"Estratosfera"
"548","2001-08-18 13:57:43","","",NA,NA,0.13,64.5,14.6,"Mesosfera"
"549","2001-07-26 21:20:19","0.4N","84.8E",NA,NA,0.86,33.3,14.6,"Estratosfera"
"550","2001-07-23 22:19:11","41.0N","77.0W",NA,NA,2.8,33.3,14.6,"Estratosfera"
"551","2001-05-06 04:30:29","","",NA,NA,0.16,42.5,14.6,"Estratosfera"
"552","2001-04-27 09:46:18","","",NA,NA,0.38,64.5,14.6,"Mesosfera"
"553","2001-04-23 06:12:35","28.0N","133.6W",29,NA,9,29,14.7,"Estratosfera"
"554","2001-04-14 06:40:36","","",NA,NA,0.086,64.5,14.7,"Mesosfera"
"555","2001-04-13 00:29:57","15.3S","162.4E",NA,NA,0.68,38,11.4,"Estratosfera"
"556","2001-02-09 21:27:55","","",NA,NA,0.32,33.3,14.7,"Estratosfera"
"557","2001-02-04 05:53:38","64.0S","97.3E",NA,NA,0.44,20,16.7,"Estratosfera"
"558","2001-01-28 16:19:18","66.0N","31.3E",NA,NA,0.32,33.3,14.6,"Estratosfera"
"559","2000-12-15 13:22:59","41.3N","95.2E",NA,NA,0.71,20,14.7,"Estratosfera"
"560","2000-12-15 03:46:27","50.4N","58.9E",NA,NA,0.095,64.5,11.4,"Mesosfera"
"561","2000-11-28 12:20:13","","",NA,NA,0.35,38,14.7,"Estratosfera"
"562","2000-11-13 00:28:01","13.6S","5.8W",NA,NA,0.21,20,14.7,"Estratosfera"
"563","2000-11-06 07:18:57","52.0S","22.2W",NA,NA,0.22,42.5,15.9,"Estratosfera"
"564","2000-10-11 23:29:55","31.7S","5.5W",NA,NA,0.25,20,11.4,"Estratosfera"
"565","2000-09-24 06:57:19","","",NA,NA,0.095,20,16.7,"Estratosfera"
"566","2000-09-23 04:00:45","58.5S","142.6E",NA,NA,0.079,38,14.6,"Estratosfera"
"567","2000-09-19 22:12:38","3.2S","133.8W",NA,NA,0.27,64.5,14.7,"Mesosfera"
"568","2000-08-25 01:12:25","14.5N","106.1W",NA,NA,3.1,20,11.4,"Estratosfera"
"569","2000-08-13 03:00:32","36.7N","127.8W",NA,NA,0.21,20,15.9,"Estratosfera"
"570","2000-08-01 16:48:27","50.2S","101.9W",NA,NA,0.51,64.5,11.4,"Mesosfera"
"571","2000-07-31 07:06:34","15.7N","138.5W",NA,NA,0.13,33.3,14.7,"Estratosfera"
"572","2000-07-19 17:40:25","17.7S","94.1E",NA,NA,0.32,42.5,14.6,"Estratosfera"
"573","2000-07-09 01:08:45","","",NA,NA,0.36,38,11.4,"Estratosfera"
"574","2000-07-07 01:34:20","15.0N","140.7E",NA,NA,0.21,38,16.7,"Estratosfera"
"575","2000-06-27 10:06:51","34.9N","36.8E",NA,NA,0.095,42.5,16.7,"Estratosfera"
"576","2000-06-23 09:03:42","69.2N","44.0W",NA,NA,0.073,64.5,16.7,"Mesosfera"
"577","2000-06-22 20:02:11","32.9N","159.0E",NA,NA,0.1,20,15.9,"Estratosfera"
"578","2000-06-18 13:40:02","","",NA,NA,0.39,42.5,14.6,"Estratosfera"
"579","2000-06-14 16:39:18","28.1N","107.3E",48,NA,0.42,48,15.9,"Estratosfera"
"580","2000-06-04 03:17:39","","",NA,NA,0.53,64.5,11.4,"Mesosfera"
"581","2000-06-03 03:24:49","36.8N","74.8W",NA,NA,0.1,64.5,15.9,"Mesosfera"
"582","2000-06-02 18:44:16","27.5S","18.9W",NA,NA,0.1,64.5,15.9,"Mesosfera"
"583","2000-05-29 16:46:28","","",NA,NA,0.19,33.3,11.4,"Estratosfera"
"584","2000-05-06 11:51:52","49.9N","18.4E",NA,NA,0.098,42.5,14.7,"Estratosfera"
"585","2000-05-03 10:40:09","5.0S","73.0E",NA,NA,0.19,38,11.4,"Estratosfera"
"586","2000-04-21 13:42:20","","",NA,NA,0.27,38,11.4,"Estratosfera"
"587","2000-04-04 13:38:15","","",NA,NA,0.082,38,16.7,"Estratosfera"
"588","2000-03-28 15:27:17","1.0N","98.3E",NA,NA,0.2,38,14.7,"Estratosfera"
"589","2000-03-19 05:11:50","","",NA,NA,0.16,33.3,16.7,"Estratosfera"
"590","2000-03-06 08:29:18","58.0N","175.0E",NA,NA,2.2,33.3,14.6,"Estratosfera"
"591","2000-02-18 09:25:59","0.9S","109.2E",NA,NA,7.3,38,14.7,"Estratosfera"
"592","2000-02-17 14:22:07","14.2N","115.9E",NA,NA,0.079,33.3,14.6,"Estratosfera"
"593","2000-01-18 16:43:42","60.3N","134.6W",NA,NA,2.4,42.5,16.7,"Estratosfera"
"594","2000-01-18 08:33:58","24.3N","94.9W",NA,NA,0.12,42.5,11.4,"Estratosfera"
"595","1999-12-16 00:07:22","26.5S","11.3W",NA,NA,0.21,20,11.4,"Estratosfera"
"596","1999-12-11 17:31:52","","",NA,NA,0.74,20,11.4,"Estratosfera"
"597","1999-12-10 18:56:50","","",NA,NA,0.098,38,11.4,"Estratosfera"
"598","1999-12-03 17:24:45","","",NA,NA,0.14,20,11.4,"Estratosfera"
"599","1999-12-01 19:38:15","","",NA,NA,0.082,42.5,16.7,"Estratosfera"
"600","1999-11-30 02:18:53","","",NA,NA,0.15,33.3,11.4,"Estratosfera"
"601","1999-11-15 20:01:28","8.1S","75.4E",NA,NA,0.23,33.3,16.7,"Estratosfera"
"602","1999-11-07 17:53:06","2.3S","77.4W",NA,NA,0.27,38,14.7,"Estratosfera"
"603","1999-10-26 17:19:42","13.7N","70.8W",NA,NA,0.27,42.5,14.7,"Estratosfera"
"604","1999-09-08 23:55:35","22.4N","0.2E",NA,NA,0.098,64.5,14.7,"Mesosfera"
"605","1999-09-08 14:41:53","32.5N","104.6E",32,NA,0.28,32,15.9,"Estratosfera"
"606","1999-08-16 05:18:20","35.0N","107.2W",NA,NA,0.12,42.5,16.7,"Estratosfera"
"607","1999-08-06 03:22:37","","",NA,NA,0.22,42.5,16.7,"Estratosfera"
"608","1999-08-03 18:25:49","64.7S","18.8W",NA,NA,0.93,20,14.7,"Estratosfera"
"609","1999-07-10 08:11:42","37.8S","39.6E",52,NA,0.86,52,14.6,"Mesosfera"
"610","1999-07-07 04:14:41","39.5S","174.4E",NA,NA,0.41,38,11.4,"Estratosfera"
"611","1999-06-25 06:27:41","50.0N","121.0E",69,NA,0.37,69,16.7,"Mesosfera"
"612","1999-05-23 07:02:10","16.4S","116.3W",NA,NA,0.092,33.3,14.6,"Estratosfera"
"613","1999-04-26 11:33:06","22.5S","6.5E",NA,NA,0.28,33.3,16.7,"Estratosfera"
"614","1999-04-26 09:49:26","32.8S","159.1E",NA,NA,0.11,38,14.6,"Estratosfera"
"615","1999-03-31 23:54:35","17.9S","22.6E",NA,NA,0.64,42.5,15.9,"Estratosfera"
"616","1999-03-28 15:37:01","0.8N","97.6E",NA,NA,0.81,33.3,15.9,"Estratosfera"
"617","1999-03-02 22:23:25","18.9N","50.5E",NA,NA,0.19,33.3,14.7,"Estratosfera"
"618","1999-02-18 23:15:25","54.9S","64.6W",NA,NA,0.44,20,14.6,"Estratosfera"
"619","1999-02-01 14:24:09","80.0N","154.2E",NA,NA,0.098,38,15.9,"Estratosfera"
"620","1999-01-19 02:32:21","7.9N","85.8E",NA,NA,0.086,42.5,16.7,"Estratosfera"
"621","1999-01-14 08:06:05","44.0S","129.7W",32,NA,9.8,32,14.7,"Estratosfera"
"622","1999-01-12 19:24:52","","",NA,NA,0.14,42.5,11.4,"Estratosfera"
"623","1999-01-11 05:18:17","","",NA,NA,0.086,64.5,16.7,"Mesosfera"
"624","1999-01-02 18:25:51","47.0N","103.0E",65,NA,0.12,65,14.7,"Mesosfera"
"625","1998-12-22 09:24:00","","",NA,NA,0.095,20,16.7,"Estratosfera"
"626","1998-11-23 20:20:14","82.3N","160.1E",NA,NA,0.089,42.5,16.7,"Estratosfera"
"627","1998-11-11 16:46:18","6.5N","156.4E",NA,NA,1.6,20,16.7,"Estratosfera"
"628","1998-10-03 12:58:50","","",NA,NA,0.11,20,14.7,"Estratosfera"
"629","1998-09-04 09:16:11","","",NA,NA,0.38,20,14.7,"Estratosfera"
"630","1998-09-01 11:15:04","34.6N","23.6E",NA,NA,0.086,64.5,14.6,"Mesosfera"
"631","1998-08-30 00:20:12","","",NA,NA,0.14,33.3,15.9,"Estratosfera"
"632","1998-08-08 12:55:22","","",NA,NA,0.082,64.5,16.7,"Mesosfera"
"633","1998-07-28 14:16:53","","",NA,NA,0.2,64.5,15.9,"Mesosfera"
"634","1998-03-24 09:08:14","","",NA,NA,0.095,38,15.9,"Estratosfera"
"635","1998-03-22 22:25:37","1.4N","26.6E",NA,NA,0.41,33.3,15.9,"Estratosfera"
"636","1998-01-08 16:10:21","","",NA,NA,0.2,33.3,15.9,"Estratosfera"
"637","1998-01-04 23:00:27","35.1S","33.4E",30,17.1,0.23,30,17.1,"Estratosfera"
"638","1997-12-28 03:58:18","23.1S","152.4E",NA,NA,0.11,64.5,14.7,"Mesosfera"
"639","1997-12-09 08:15:55","62.7N","49.9W",NA,NA,0.73,38,16.7,"Estratosfera"
"640","1997-11-07 07:46:55","57.3S","167.2E",NA,NA,1.9,20,15.9,"Estratosfera"
"641","1997-10-09 18:47:15","31.8N","106.0W",37,NA,0.53,37,14.6,"Estratosfera"
"642","1997-10-01 14:26:43","46.7N","108.9E",NA,NA,0.2,64.5,14.7,"Mesosfera"
"643","1997-09-30 12:31:18","38.1S","63.9E",NA,NA,0.082,64.5,15.9,"Mesosfera"
"644","1997-09-05 11:41:54","31.1S","56.4E",NA,NA,0.53,20,11.4,"Estratosfera"
"645","1997-08-20 17:16:43","","",NA,NA,0.092,33.3,15.9,"Estratosfera"
"646","1997-08-15 01:05:22","","",NA,NA,0.079,33.3,14.7,"Estratosfera"
"647","1997-07-30 03:01:51","","",NA,NA,0.16,38,14.6,"Estratosfera"
"648","1997-07-04 12:22:33","15.8S","175.8W",NA,NA,0.095,38,11.4,"Estratosfera"
"649","1997-05-22 08:30:15","","",NA,NA,0.15,20,15.9,"Estratosfera"
"650","1997-04-27 22:34:21","16.7N","87.5E",NA,NA,0.86,33.3,16.7,"Estratosfera"
"651","1997-02-19 04:31:35","16.3S","87.7W",NA,NA,0.41,20,16.7,"Estratosfera"
"652","1997-02-15 15:23:35","35.5N","115.6E",NA,NA,0.43,20,16.7,"Estratosfera"
"653","1997-02-06 18:28:34","","",NA,NA,0.092,42.5,11.4,"Estratosfera"
"654","1997-01-28 17:49:49","","",NA,NA,0.086,33.3,14.7,"Estratosfera"
"655","1997-01-23 10:03:27","15.0S","94.2E",NA,NA,0.73,64.5,14.7,"Mesosfera"
"656","1997-01-22 21:13:16","32.2N","29.0E",NA,NA,1.2,64.5,14.6,"Mesosfera"
"657","1997-01-04 06:46:39","25.7N","5.3W",NA,NA,0.14,33.3,14.7,"Estratosfera"
"658","1997-01-03 15:08:07","","",NA,NA,0.92,20,14.7,"Estratosfera"
"659","1996-12-17 04:16:18","34.1N","37.2W",NA,NA,0.14,38,16.7,"Estratosfera"
"660","1996-12-10 06:09:32","","",NA,NA,0.68,33.3,14.6,"Estratosfera"
"661","1996-12-04 17:00:34","","",NA,NA,0.16,42.5,14.7,"Estratosfera"
"662","1996-12-01 13:19:35","","",NA,NA,0.2,64.5,16.7,"Mesosfera"
"663","1996-11-22 10:06:17","","",NA,NA,0.22,33.3,16.7,"Estratosfera"
"664","1996-11-08 16:02:13","","",NA,NA,0.2,38,14.6,"Estratosfera"
"665","1996-10-30 12:48:19","2.1S","123.1W",NA,NA,0.076,33.3,11.4,"Estratosfera"
"666","1996-10-28 04:46:21","27.4N","79.4W",NA,NA,0.14,20,14.7,"Estratosfera"
"667","1996-10-23 08:28:06","47.3S","20.6E",NA,NA,0.15,20,16.7,"Estratosfera"
"668","1996-10-19 19:01:08","29.7N","34.7W",NA,NA,0.38,33.3,16.7,"Estratosfera"
"669","1996-10-07 17:43:44","","",NA,NA,0.15,33.3,14.6,"Estratosfera"
"670","1996-10-05 19:21:02","49.6S","145.9E",NA,NA,0.68,20,16.7,"Estratosfera"
"671","1996-08-17 15:46:08","","",NA,NA,0.12,33.3,15.9,"Estratosfera"
"672","1996-08-15 16:07:51","","",NA,NA,0.26,20,11.4,"Estratosfera"
"673","1996-08-09 18:14:56","","",NA,NA,0.1,38,16.7,"Estratosfera"
"674","1996-08-07 03:16:03","","",NA,NA,0.43,20,15.9,"Estratosfera"
"675","1996-08-06 04:50:32","","",NA,NA,0.38,42.5,15.9,"Estratosfera"
"676","1996-08-05 19:27:52","","",NA,NA,0.61,20,16.7,"Estratosfera"
"677","1996-08-05 15:19:30","","",NA,NA,0.25,33.3,16.7,"Estratosfera"
"678","1996-07-17 03:16:07","31.8N","111.4E",NA,NA,0.16,20,14.6,"Estratosfera"
"679","1996-07-12 14:04:45","20.7N","93.6W",NA,NA,0.11,20,11.4,"Estratosfera"
"680","1996-06-25 11:22:40","","",NA,NA,0.076,20,16.7,"Estratosfera"
"681","1996-05-08 01:02:05","","",NA,NA,0.098,20,16.7,"Estratosfera"
"682","1996-05-01 13:19:25","","",NA,NA,0.12,33.3,14.6,"Estratosfera"
"683","1996-03-31 00:53:57","","",NA,NA,0.095,20,16.7,"Estratosfera"
"684","1996-03-30 04:03:32","31.1S","84.3W",NA,NA,0.36,20,11.4,"Estratosfera"
"685","1996-03-29 20:30:54","21.5N","158.1W",NA,NA,0.38,38,16.7,"Estratosfera"
"686","1996-03-25 17:00:41","","",NA,NA,0.15,42.5,11.4,"Estratosfera"
"687","1996-03-13 08:31:01","","",NA,NA,0.63,20,14.7,"Estratosfera"
"688","1996-02-16 07:03:14","","",NA,NA,0.18,38,14.6,"Estratosfera"
"689","1996-02-15 02:38:05","76.0N","127.0W",NA,NA,0.16,38,11.4,"Estratosfera"
"690","1996-01-18 17:10:49","","",NA,NA,0.36,42.5,11.4,"Estratosfera"
"691","1996-01-15 13:44:23","59.8S","175.8E",NA,NA,0.71,64.5,15.9,"Mesosfera"
"692","1995-12-27 12:55:01","","",NA,NA,0.079,38,14.7,"Estratosfera"
"693","1995-12-22 13:26:29","70.2S","73.3W",NA,NA,1.1,20,16.7,"Estratosfera"
"694","1995-12-09 19:54:26","2.9S","79.0W",NA,NA,0.36,33.3,16.7,"Estratosfera"
"695","1995-11-25 05:29:31","","",NA,NA,0.1,33.3,11.4,"Estratosfera"
"696","1995-11-13 03:10:47","","",NA,NA,0.076,42.5,15.9,"Estratosfera"
"697","1995-10-01 02:42:01","","",NA,NA,0.12,38,16.7,"Estratosfera"
"698","1995-09-09 07:38:38","","",NA,NA,1.3,33.3,11.4,"Estratosfera"
"699","1995-08-24 21:54:35","","",NA,NA,0.36,64.5,15.9,"Mesosfera"
"700","1995-08-17 16:39:02","","",NA,NA,0.46,38,14.7,"Estratosfera"
"701","1995-08-06 04:38:09","","",NA,NA,0.18,38,14.6,"Estratosfera"
"702","1995-08-05 17:14:10","11.6N","104.3W",NA,NA,0.56,20,14.6,"Estratosfera"
"703","1995-07-11 18:38:41","28.5S","93.3E",NA,NA,0.38,38,14.6,"Estratosfera"
"704","1995-07-09 18:20:09","0.9S","66.3E",NA,NA,0.089,20,11.4,"Estratosfera"
"705","1995-07-07 17:33:37","40.2N","76.1W",NA,NA,0.41,42.5,11.4,"Estratosfera"
"706","1995-06-09 09:28:38","","",NA,NA,0.089,64.5,16.7,"Mesosfera"
"707","1995-04-02 12:32:38","","",NA,NA,0.089,42.5,16.7,"Estratosfera"
"708","1995-02-16 13:05:47","16.7N","141.7W",NA,NA,0.19,42.5,15.9,"Estratosfera"
"709","1995-01-18 10:17:26","51.5N","115.4E",NA,NA,0.22,64.5,14.6,"Mesosfera"
"710","1995-01-10 21:08:41","","",NA,NA,0.089,64.5,16.7,"Mesosfera"
"711","1995-01-02 20:41:38","","",NA,NA,0.1,38,14.7,"Estratosfera"
"712","1994-12-18 12:45:40","","",NA,NA,0.16,20,15.9,"Estratosfera"
"713","1994-12-16 09:41:03","42.2S","27.6E",NA,NA,0.16,20,14.7,"Estratosfera"
"714","1994-11-03 20:01:36","6.5N","89.0E",NA,NA,5,38,14.6,"Estratosfera"
"715","1994-11-01 06:50:46","1.5S","84.5W",NA,NA,2.3,33.3,14.6,"Estratosfera"
"716","1994-10-27 04:21:29","","",NA,NA,0.85,64.5,16.7,"Mesosfera"
"717","1994-10-20 00:11:21","45.2S","1.9W",NA,NA,0.27,38,14.7,"Estratosfera"
"718","1994-10-08 03:24:22","","",NA,NA,0.21,38,16.7,"Estratosfera"
"719","1994-09-22 04:22:17","","",NA,NA,0.21,42.5,11.4,"Estratosfera"
"720","1994-08-15 23:16:48","","",NA,NA,0.47,20,16.7,"Estratosfera"
"721","1994-06-15 00:02:26","45.0N","73.5W",NA,NA,0.14,64.5,16.7,"Mesosfera"
"722","1994-06-03 20:48:42","","",NA,NA,1.3,42.5,11.4,"Estratosfera"
"723","1994-05-29 09:30:58","52.8N","2.3E",NA,NA,1,20,14.6,"Estratosfera"
"724","1994-02-01 22:38:09","2.7N","164.1E",NA,NA,30,20,11.4,"Estratosfera"
"725","1993-11-29 17:48:41","26.5N","78.3E",NA,NA,0.092,42.5,16.7,"Estratosfera"
"726","1993-10-31 03:39:27","51.3N","100.9W",NA,NA,0.13,42.5,14.7,"Estratosfera"
"727","1991-10-04 09:22:47","78.7N","6.3E",NA,NA,1.4,38,14.7,"Estratosfera"
"728","1990-10-01 03:51:47","7.5N","142.8E",NA,NA,5.2,38,15.9,"Estratosfera"
"729","1988-04-15 03:03:10","4.1S","124.3E",NA,NA,14,38,11.4,"Estratosfera"
